
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: Audi A6 allroad 2.7T BEL 250HP 4Z7907551R.ori.ecu

ECU identified with following data:
HWNumber    = 0261207769       (requested was 0261207769)
SWNumber    = 1037366370       (requested was 1037366370)
PartNumber  = 4Z7907551R       (requested was 4Z7907551R)
SWVersion   = 0003            
EngineId    = 2.7L V6/5VT      (requested was 2.7L V6/5VT)
VAGHWNumber = 
ModelId     = G01

Log packet size: 34 bytes
Logging with:    10 samples/second
Used speed is:   56000 baud
Used mode is:    HM0
Log started at:  16.10.2013 18:03:56.819

TimeStamp, gangi     , milsol_w  , misol_w   , misopl1_w , mshfm_w   , nmot      , perffilt_w, perfmax_w , plsol     , pvdkds_w  , rl        , rlmax_w   , rlmx_w    , rlsol_w   , tans      , uhfm_w    , wdkba     , wkr_0     , wkr_1     , wkr_2     , wkr_3     , wkr_4     , wkr_5     
  sec.ms , gear      , , , , g/s       , rpm       , , , mbar      , mbar      , , , , , °C        , V         , DK      , °KW       , °KW       , °KW       , °KW       , °KW       , °KW       
"TIME","SelectedGear","Driver-req torque cyl. charge","","","MassAirFlow","EngineSpeed","CPU-Load","MAX-Load","BoostPressureDesired","BoostPressureActual","EngineLoad","EngineLoadCorrected","EngineLoadSpecified","EngineLoadRequested","IntakeAirTemperature","MAFSensorVoltage","ThrottlePlateAngle","IgnRetardKnockControlCyl1","IgnRetardKnockControlCyl5","IgnRetardKnockControlCyl3","IgnRetardKnockControlCyl2","IgnRetardKnockControlCyl6","IgnRetardKnockControlCyl4"
    0.000, 0         , 10.4126   , 9.43604   , 10.4126   , 3.13889   , 760       , 66.65     , 75.825    , 960       , 953.359   , 23.25     , 114.398   , 109.547   , 22.0313   , 18        , 0.473633  , 1.17647   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    0.100, 0         , 10.6445   , 9.61915   , 10.6445   , 4.19445   , 760       , 66.425    , 75.825    , 960       , 954.258   , 21.75     , 114.398   , 109.547   , 22.4766   , 18        , 0.55664   , 1.17647   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    0.200, 0         , 10.5713   , 9.59473   , 10.5713   , 5.16667   , 760       , 66.475    , 75.825    , 960       , 954.336   , 21.75     , 114.398   , 109.547   , 22.3359   , 18        , 0.683593  , 1.96079   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    0.300, 0         , 10.4675   , 9.49097   , 10.4675   , 4.97223   , 760       , 66.275    , 75.825    , 960       , 955.352   , 22.5      , 114.398   , 109.547   , 22.125    , 18        , 0.644531  , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    0.400, 0         , 10.4401   , 9.46351   , 10.4401   , 4.69445   , 760       , 66.075    , 75.825    , 960       , 953.984   , 22.5      , 114.398   , 109.547   , 22.0547   , 18        , 0.615234  , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    0.500, 0         , 10.4614   , 9.48487   , 10.4614   , 4.69445   , 760       , 66.1      , 75.825    , 960       , 955.43    , 21.75     , 114.398   , 109.547   , 22.1016   , 18        , 0.615234  , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    0.600, 0         , 10.4187   , 9.44215   , 10.4187   , 4.47223   , 760       , 65.9      , 75.825    , 960       , 955.625   , 21.75     , 114.398   , 109.547   , 22.0078   , 18        , 0.595703  , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    0.700, 0         , 10.4218   , 9.4452    , 10.4218   , 4.41667   , 760       , 66.175    , 75.825    , 960       , 955.195   , 21        , 114.398   , 109.547   , 22.0313   , 18        , 0.585937  , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    0.800, 0         , 10.4126   , 9.43604   , 10.4126   , 4.44445   , 760       , 65.95     , 75.825    , 960       , 954.297   , 21        , 114.398   , 109.547   , 22.0078   , 18        , 0.59082   , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    0.900, 0         , 10.3699   , 9.39332   , 10.3699   , 4.41667   , 760       , 65.85     , 75.825    , 960       , 953.242   , 21        , 114.398   , 109.547   , 21.9141   , 18        , 0.595703  , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.000, 0         , 10.3485   , 9.37195   , 10.3485   , 4.41667   , 760       , 65.95     , 75.825    , 960       , 955.508   , 20.25     , 114.398   , 109.547   , 21.8672   , 18        , 0.585937  , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.100, 0         , 10.379    , 9.40247   , 10.379    , 4.5       , 760       , 65.875    , 75.825    , 960       , 955.703   , 20.25     , 114.398   , 109.547   , 21.9375   , 18        , 0.600586  , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.200, 0         , 10.4004   , 9.42383   , 10.4004   , 4.5       , 760       , 66.1      , 75.825    , 960       , 955.664   , 20.25     , 114.398   , 109.547   , 21.9844   , 18        , 0.615234  , 1.56863   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.300, 0         , 12.2406   , 9.40858   , 12.2406   , 4.97223   , 760       , 66.05     , 75.825    , 960       , 953.672   , 21        , 114.398   , 109.547   , 25.7813   , 18        , 0.644531  , 1.96079   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.400, 0         , 12.1246   , 9.29261   , 12.1246   , 7.75001   , 760       , 65.95     , 75.825    , 960       , 954.609   , 24        , 114.398   , 109.547   , 25.5      , 18        , 0.864257  , 2.7451    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.500, 0         , 12.1643   , 9.23463   , 12.1643   , 6.13889   , 760       , 66.025    , 75.825    , 960       , 953.984   , 25.5      , 114.398   , 109.547   , 25.5703   , 18        , 0.737304  , 2.35294   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.600, 0         , 11.8988   , 8.96912   , 11.8988   , 5.63889   , 760       , 65.975    , 75.825    , 960       , 953.359   , 26.25     , 114.398   , 109.547   , 25.0313   , 18        , 0.688476  , 1.96079   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.700, 0         , 11.9293   , 8.99964   , 11.9293   , 5.41667   , 760       , 66.075    , 75.825    , 960       , 955.078   , 25.5      , 114.398   , 109.547   , 25.0781   , 18        , 0.688476  , 1.96079   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.800, 0         , 11.9537   , 9.02405   , 11.9537   , 5.30556   , 760       , 66.025    , 75.825    , 960       , 953.555   , 24.75     , 114.398   , 109.547   , 25.1484   , 18        , 0.678711  , 1.96079   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    1.900, 0         , 11.966    , 9.03626   , 11.966    , 5.33334   , 760       , 66        , 75.825    , 960       , 955.703   , 24.75     , 114.398   , 109.547   , 25.1719   , 18        , 0.673828  , 1.96079   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.000, 0         , 11.9598   , 9.03016   , 11.9598   , 5.38889   , 760       , 66.125    , 75.825    , 960       , 955.195   , 24.75     , 114.398   , 109.547   , 25.1719   , 18        , 0.683593  , 1.96079   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.100, 0         , 12.1246   , 9.18885   , 12.1246   , 5.30556   , 760       , 66.05     , 75.825    , 960       , 953.555   , 24.75     , 114.398   , 109.547   , 25.5234   , 18        , 0.678711  , 1.96079   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.200, 0         , 12.0575   , 9.12781   , 12.0575   , 5.38889   , 760       , 66.075    , 75.825    , 960       , 955.547   , 24.75     , 114.398   , 109.547   , 25.4063   , 18        , 0.683593  , 1.96079   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.300, 0         , 16.7328   , 14.0961   , 16.7328   , 5.66667   , 760       , 66.075    , 75.825    , 960       , 954.375   , 24.75     , 114.398   , 109.547   , 34.8984   , 18        , 0.9375    , 4.70588   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.400, 0         , 16.7359   , 13.9038   , 16.7359   , 9.25001   , 840       , 65.9      , 75.825    , 960       , 954.57    , 31.5      , 114.398   , 109.547   , 34.7109   , 18        , 0.957031  , 3.92157   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.500, 0         , 15.2008   , 12.0758   , 15.2008   , 8.69445   , 960       , 66.1      , 75.825    , 960       , 954.375   , 32.25     , 114.398   , 109.547   , 31.2891   , 18        , 0.932617  , 3.52941   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.600, 0         , 17.038    , 13.7177   , 17.038    , 8.36112   , 1000      , 66.2      , 75.825    , 960       , 954.023   , 32.25     , 114.398   , 109.781   , 34.7344   , 18        , 0.908203  , 3.52941   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.700, 0         , 17.2241   , 13.9038   , 17.2241   , 9.69445   , 1040      , 66.575    , 75.825    , 960       , 953.359   , 31.5      , 115.852   , 112.711   , 35.0391   , 18        , 1.00098   , 4.31373   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.800, 0         , 18.7744   , 15.4541   , 18.7744   , 11.1667   , 1080      , 66.9      , 75.825    , 960       , 953.828   , 32.25     , 117.773   , 114       , 38.0156   , 18        , 1.14258   , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    2.900, 0         , 18.5639   , 15.2435   , 18.5639   , 11.7778   , 1080      , 67        , 75.825    , 960       , 953.555   , 34.5      , 119.227   , 115.734   , 37.5703   , 18        , 1.14258   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.000, 0         , 18.5089   , 15.1886   , 18.5089   , 12.3889   , 1080      , 67.425    , 75.825    , 960       , 955.586   , 36.75     , 119.789   , 115.195   , 37.4766   , 18        , 1.16699   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.100, 0         , 19.2658   , 15.9454   , 19.2658   , 12.3333   , 1040      , 67.425    , 75.825    , 960       , 954.18    , 38.25     , 118.688   , 113.695   , 39.0234   , 18        , 1.16699   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.200, 0         , 19.4245   , 16.2018   , 19.4245   , 12.1389   , 1000      , 67.675    , 75.825    , 960       , 954.023   , 39        , 117.539   , 112.313   , 39.375    , 18        , 1.15723   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.300, 0         , 19.7144   , 16.4917   , 19.7144   , 11.75     , 1000      , 67.575    , 75.825    , 960       , 955.508   , 39.75     , 116.039   , 110.93    , 39.9609   , 18        , 1.11816   , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.400, 0         , 20.1569   , 16.9342   , 20.1569   , 11.3333   , 1000      , 67.275    , 75.825    , 960       , 955.586   , 39.75     , 115.266   , 110.32    , 40.8281   , 18        , 1.11328   , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.500, 0         , 20.7611   , 17.5385   , 20.7611   , 11.4445   , 960       , 67.175    , 75.825    , 960       , 955.703   , 39.75     , 114.398   , 109.547   , 42.0938   , 18        , 1.12793   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.600, 0         , 21.3715   , 18.2465   , 21.3715   , 11.5278   , 920       , 66.85     , 75.825    , 960       , 955.703   , 40.5      , 114.398   , 109.547   , 43.4531   , 18        , 1.12793   , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.700, 0         , 22.052    , 18.9362   , 22.052    , 11.3889   , 880       , 66.975    , 75.825    , 960       , 956.367   , 41.25     , 114.398   , 109.547   , 44.9297   , 18        , 1.12793   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.800, 0         , 22.7875   , 19.6533   , 22.7875   , 12.3611   , 840       , 66.8      , 75.825    , 960       , 955.664   , 43.5      , 114.398   , 109.547   , 46.5234   , 18        , 1.17676   , 5.88235   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    3.900, 0         , 23.1415   , 19.989    , 23.1415   , 11.9722   , 840       , 66.925    , 75.825    , 960       , 955.703   , 45.75     , 114.398   , 109.547   , 47.2734   , 18        , 1.15723   , 5.88235   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.000, 1         , 23.0194   , 20.1874   , 23.0194   , 11.6111   , 840       , 66.975    , 75.825    , 960       , 956.953   , 46.5      , 114.398   , 109.547   , 47.1094   , 18        , 1.12305   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.100, 1         , 23.7152   , 20.6024   , 23.7152   , 11.0833   , 800       , 66.725    , 75.825    , 960       , 955.703   , 47.25     , 114.398   , 109.547   , 48.5859   , 18        , 1.08887   , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.200, 1         , 24.1913   , 21.0419   , 24.1913   , 10.8611   , 800       , 66.8      , 75.825    , 960       , 955.977   , 47.25     , 114.398   , 109.547   , 49.6406   , 18        , 1.08398   , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.300, 1         , 24.7589   , 21.9269   , 24.7589   , 11.4167   , 840       , 66.65     , 75.825    , 960       , 956.445   , 47.25     , 114.398   , 109.547   , 50.5547   , 18        , 1.13281   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.400, 1         , 23.523    , 20.4956   , 23.523    , 11.7778   , 920       , 66.6      , 75.825    , 960       , 956.719   , 47.25     , 114.398   , 109.547   , 47.5547   , 18        , 1.16699   , 5.88235   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.500, 1         , 20.4468   , 20.4468   , 20.4468   , 11.0278   , 960       , 66.85     , 75.825    , 960       , 957.93    , 46.5      , 114.398   , 109.547   , 41.5313   , 18        , 1.05469   , 4.70588   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.600, 1         , 19.7998   , 19.7998   , 19.7998   , 10.6945   , 1000      , 66.825    , 75.825    , 960       , 958.32    , 43.5      , 114.398   , 109.547   , 40.1484   , 18        , 1.08887   , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.700, 1         , 19.577    , 19.577    , 19.577    , 10.9722   , 1040      , 67.075    , 75.825    , 960       , 958.32    , 41.25     , 114.844   , 112.289   , 39.6328   , 18        , 1.08887   , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.800, 1         , 19.4      , 20.2149   , 19.4      , 11.1667   , 1120      , 67.225    , 75.825    , 960       , 958.242   , 39        , 118.453   , 116.531   , 39.2109   , 18        , 1.1084    , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    4.900, 1         , 23.7641   , 23.7641   , 23.7641   , 13.8889   , 1120      , 67.45     , 75.825    , 960       , 957.891   , 39.75     , 120.773   , 117.07    , 47.625    , 17.25     , 1.26953   , 5.88235   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.000, 1         , 23.1293   , 23.1293   , 23.1293   , 15.5278   , 1160      , 67.85     , 75.825    , 960       , 956.445   , 41.25     , 121.523   , 118.453   , 46.3359   , 17.25     , 1.30371   , 7.45098   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.100, 1         , 21.7499   , 21.7499   , 21.7499   , 15.3333   , 1280      , 68        , 75.825    , 960       , 957.734   , 42        , 125.625   , 125.109   , 43.5469   , 17.25     , 1.33789   , 7.05883   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.200, 1         , 21.5088   , 21.5088   , 21.5088   , 15.6111   , 1280      , 68.425    , 75.825    , 960       , 956.797   , 42.75     , 129.586   , 127.43    , 43.0313   , 17.25     , 1.33789   , 7.05883   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.300, 1         , 21.7377   , 21.7377   , 21.7377   , 15.5      , 1320      , 68.5      , 75.825    , 960       , 958.32    , 42        , 129.797   , 128.016   , 43.4063   , 17.25     , 1.33789   , 7.05883   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.400, 1         , 20.4468   , 20.4468   , 20.4468   , 15.7222   , 1400      , 68.65     , 75.825    , 960       , 957.617   , 41.25     , 133.031   , 134.203   , 40.6875   , 17.25     , 1.35254   , 7.45098   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.500, 1         , 19.7449   , 19.7449   , 19.7449   , 16.4722   , 1440      , 69.025    , 75.825    , 960       , 958.281   , 40.5      , 139.313   , 140.063   , 39.1875   , 17.25     , 1.38184   , 7.45098   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.600, 1         , 18.4235   , 20.1538   , 18.4235   , 16.4445   , 1440      , 69.15     , 75.825    , 960       , 958.125   , 40.5      , 141.914   , 141.281   , 36.5156   , 17.25     , 1.37695   , 7.05883   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.700, 1         , 17.8986   , 18.9484   , 17.8986   , 15.4167   , 1520      , 69.35     , 75.825    , 960       , 958.32    , 38.25     , 142.734   , 143.227   , 35.3906   , 17.25     , 1.33301   , 6.66667   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.800, 1         , 17.1387   , 17.7826   , 17.1387   , 15.3056   , 1560      , 69.3      , 75.825    , 960       , 958.984   , 36.75     , 145.828   , 147.703   , 33.6563   , 17.25     , 1.31348   , 6.66667   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    5.900, 1         , 15.567    , 15.9638   , 15.567    , 14.9722   , 1600      , 69.375    , 75.825    , 960       , 958.398   , 35.25     , 149.813   , 150.609   , 30.4219   , 17.25     , 1.28906   , 6.27451   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.000, 1         , 13.6108   , 13.8672   , 13.6108   , 13.5833   , 1560      , 69.75     , 75.825    , 960       , 958.789   , 33.75     , 150.516   , 150.516   , 26.3906   , 17.25     , 1.21582   , 5.88235   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.100, 1         , 12.6984   , 12.8937   , 12.6984   , 11.6945   , 1600      , 69.75     , 75.825    , 960       , 959.648   , 31.5      , 150.117   , 150.75    , 24.4219   , 17.25     , 1.1084    , 5.09804   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.200, 1         , 11.8561   , 12.0056   , 11.8561   , 10.0278   , 1640      , 69.925    , 75.825    , 960       , 962.148   , 27.75     , 151.852   , 153.539   , 22.5469   , 17.25     , 0.996093  , 4.31373   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.300, 1         , 11.2152   , 11.3312   , 11.2152   , 10.0833   , 1600      , 70        , 75.825    , 960       , 959.688   , 24.75     , 153.281   , 153       , 21.2344   , 17.25     , 1.01562   , 4.31373   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.400, 1         , 10.7361   , 10.8246   , 10.7361   , 9.55556   , 1600      , 69.9      , 75.825    , 960       , 960.781   , 23.25     , 151.992   , 152.438   , 20.2266   , 17.25     , 0.976562  , 3.92157   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.500, 1         , 10.3668   , 10.434    , 10.3668   , 9.05556   , 1600      , 70.075    , 75.825    , 960       , 959.648   , 21.75     , 152.367   , 152.344   , 19.4766   , 17.25     , 0.942382  , 3.52941   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.600, 1         , 10.0891   , 10.141    , 10.0891   , 8.58334   , 1600      , 69.9      , 75.825    , 960       , 960.313   , 20.25     , 151.852   , 151.828   , 18.9141   , 17.25     , 0.913085  , 3.52941   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.700, 1         , 9.8816    , 9.92127   , 9.8816    , 8.58334   , 1600      , 69.975    , 75.825    , 960       , 958.906   , 19.5      , 151.008   , 150.914   , 18.6094   , 17.25     , 0.927734  , 3.52941   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.800, 1         , 9.72291   , 9.75342   , 9.72291   , 8.19445   , 1560      , 69.825    , 75.825    , 960       , 959.648   , 18.75     , 150.727   , 150.516   , 18.3984   , 17.25     , 0.883789  , 3.13726   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    6.900, 1         , 9.51539   , 9.5398    , 9.51539   , 7.91667   , 1560      , 69.675    , 75.825    , 960       , 958.32    , 18        , 150.352   , 150.305   , 18.1406   , 17.25     , 0.878906  , 3.13726   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.000, 1         , 9.09424   , 9.11256   , 9.09424   , 7.86112   , 1560      , 69.7      , 75.825    , 960       , 958.008   , 17.25     , 149.836   , 149.18    , 17.625    , 17.25     , 0.878906  , 3.13726   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.100, 1         , 8.70667   , 8.72193   , 8.70667   , 7.97223   , 1520      , 69.7      , 75.825    , 960       , 958.008   , 17.25     , 148.758   , 148.148   , 17.1563   , 17.25     , 0.888671  , 3.13726   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.200, 1         , 8.4137    , 8.42286   , 8.4137    , 7.91667   , 1560      , 69.7      , 75.825    , 960       , 958.281   , 17.25     , 147.563   , 147.961   , 16.7578   , 17.25     , 0.874023  , 3.13726   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.300, 1         , 8.18482   , 8.19398   , 8.18482   , 7.52778   , 1520      , 69.525    , 75.825    , 960       , 956.289   , 17.25     , 147.797   , 147.328   , 16.5      , 17.25     , 0.849609  , 3.13726   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.400, 1         , 8.01697   , 8.02308   , 8.01697   , 7.30556   , 1520      , 69.425    , 75.825    , 960       , 956.25    , 17.25     , 146.672   , 145.664   , 16.3828   , 17.25     , 0.815429  , 2.7451    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.500, 1         , 7.89185   , 7.89795   , 7.89185   , 7.05556   , 1480      , 69.45     , 75.825    , 960       , 957.578   , 16.5      , 145.148   , 144.234   , 16.2422   , 17.25     , 0.810546  , 2.7451    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.600, 1         , 7.67518   , 7.67518   , 7.67518   , 7.05556   , 1480      , 69.2      , 75.825    , 960       , 956.68    , 16.5      , 144.117   , 143.273   , 16.0078   , 17.25     , 0.815429  , 2.7451    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.700, 1         , 8.85316   , 8.53577   , 8.85316   , 7.05556   , 1480      , 69.475    , 75.825    , 960       , 956.953   , 16.5      , 142.711   , 142.406   , 17.6016   , 17.25     , 0.805664  , 2.7451    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.800, 1         , 9.21326   , 9.21326   , 9.21326   , 6.97223   , 1440      , 69.175    , 75.825    , 960       , 955.391   , 16.5      , 143.344   , 142.008   , 18.0938   , 17.25     , 0.815429  , 2.7451    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    7.900, 1         , 10.4981   , 10.141    , 10.4981   , 7.36112   , 1440      , 69.2      , 75.825    , 960       , 955.781   , 16.5      , 141.797   , 140.672   , 20.2266   , 17.25     , 0.849609  , 3.13726   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.000, 1         , 11.2183   , 11.0687   , 11.2183   , 8.58334   , 1440      , 69.35     , 75.825    , 960       , 956.172   , 18        , 141.164   , 139.805   , 21.7969   , 17.25     , 0.927734  , 3.52941   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.100, 1         , 11.8073   , 11.7767   , 11.8073   , 8.61112   , 1440      , 69.325    , 75.825    , 960       , 955.039   , 18.75     , 140.508   , 139.758   , 23.0156   , 17.25     , 0.927734  , 3.52941   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.200, 1         , 13.8641   , 13.8641   , 13.8641   , 10.25     , 1440      , 69.55     , 75.825    , 960       , 955.195   , 20.25     , 140.742   , 140.438   , 27.2813   , 17.25     , 1.08887   , 4.70588   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.300, 1         , 14.0869   , 14.0869   , 14.0869   , 11.3056   , 1480      , 69.625    , 75.825    , 960       , 953.516   , 23.25     , 142.195   , 142.078   , 27.7031   , 17.25     , 1.10352   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.400, 1         , 14.4806   , 14.4806   , 14.4806   , 12.5833   , 1440      , 69.45     , 75.825    , 960       , 953.555   , 26.25     , 142.477   , 140.18    , 28.6406   , 17.25     , 1.15723   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.500, 1         , 15.1764   , 15.1764   , 15.1764   , 12.5278   , 1440      , 69.625    , 75.825    , 960       , 955.469   , 27.75     , 140.086   , 138.914   , 30.0703   , 17.25     , 1.16211   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.600, 1         , 15.686    , 15.686    , 15.686    , 12.6111   , 1480      , 69.55     , 75.825    , 960       , 954.18    , 28.5      , 141.492   , 142.383   , 30.9375   , 17.25     , 1.16211   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.700, 1         , 17.2394   , 17.2394   , 17.2394   , 12.8889   , 1520      , 69.75     , 75.825    , 960       , 954.023   , 28.5      , 144.961   , 145.195   , 34.0078   , 17.25     , 1.17187   , 5.4902    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.800, 1         , 19.0521   , 19.0521   , 19.0521   , 16.5278   , 1480      , 69.65     , 75.825    , 960       , 955.156   , 31.5      , 144.844   , 144       , 37.6875   , 17.25     , 1.35254   , 6.66667   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    8.900, 1         , 19.5007   , 19.5007   , 19.5007   , 16.4445   , 1560      , 69.65     , 75.825    , 960       , 954.297   , 34.5      , 144.844   , 146.32    , 38.4375   , 17.25     , 1.33789   , 7.45098   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    9.000, 1         , 19.1681   , 19.1681   , 19.1681   , 17.2778   , 1600      , 69.65     , 75.825    , 960       , 953.867   , 35.25     , 148.875   , 150.984   , 37.5703   , 17.25     , 1.41601   , 8.2353    , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    9.100, 1         , 18.8507   , 18.8507   , 18.8507   , 17.5278   , 1600      , 69.8      , 75.825    , 960       , 953.711   , 36.75     , 151.828   , 151.922   , 36.9141   , 17.25     , 1.41601   , 7.45098   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    9.200, 1         , 17.8772   , 18.7622   , 17.8772   , 17.3611   , 1640      , 69.8      , 75.825    , 960       , 955.469   , 36.75     , 151.852   , 152.93    , 34.9219   , 17.25     , 1.41113   , 7.45098   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    9.300, 1         , 16.7786   , 17.3248   , 16.7786   , 15.9445   , 1680      , 70.025    , 75.825    , 960       , 955.703   , 35.25     , 153.773   , 156.047   , 32.5781   , 17.25     , 1.34277   , 7.05883   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    9.400, 1         , 15.6342   , 15.9699   , 15.6342   , 16        , 1680      , 70.1      , 75.825    , 960       , 955.273   , 33.75     , 156.844   , 157.875   , 30.2578   , 17.25     , 1.33301   , 7.05883   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    9.500, 1         , 14.8193   , 15.0269   , 14.8193   , 15.4167   , 1680      , 70.325    , 75.825    , 960       , 957.734   , 32.25     , 157.453   , 158.531   , 28.5938   , 17.25     , 1.31348   , 6.66667   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
    9.600, 1         , 14.2578   , 14.386    , 14.2578   , 14.2222   , 1720      , 70.25     , 75.825    , 960       , 957.188   , 30.75     , 158.578   , 159.422   , 27.3281   , 17.25     , 1.25      , 6.27451   , -3        , -0        , -0.75     , -2.25     , -3        , -0        
